drugbank_id,cas,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic)
DB07142,,4.61,5.17,2.13e-03 g/l,17.61,7.29
DB07143,,1.59,1.95,3.07e-02 g/l,15.39,7.7
DB07144,,4.58,5.17,2.17e-03 g/l,17.61,7.29
DB07145,,3.8,2.97,4.14e-03 g/l,8.72,5.02
DB07147,,3.81,3.11,2.30e-03 g/l,8.86,5.02
DB07148,,2.66,2.39,2.89e-02 g/l,14.85,-4.3
DB07149,,0.5,0.12,4.44e-01 g/l,10.76,4.16
DB07150,,4.11,4.03,4.29e-03 g/l,8.59,2.9
DB07151,,3.26,3.18,1.29e-02 g/l,9,-2.1
DB07152,,2.84,2.15,2.11e-02 g/l,9.48,1.67
DB07153,,2.94,2.48,1.15e-02 g/l,17.61,7.29
DB07154,,0.74,0.58,2.44e-01 g/l,12.92,8.78
DB07155,,2.95,2.26,3.10e-01 g/l,13.96,-0.59
DB07157,,0.33,1.61,5.52e-02 g/l,1,9.46
DB07158,,2.05,1.32,7.83e-01 g/l,8.49,-0.35
DB07159,841290-80-0,3.84,3.63,2.91e-02 g/l,10.9,2.77
DB07160,,0.88,0.63,2.76e+01 g/l,3.55,-4.3
DB07161,,2.92,2.71,1.34e-01 g/l,15.28,2.93
DB07162,,2.75,2.59,6.96e-03 g/l,10.16,2.93
DB07163,,2.38,1.25,9.20e-02 g/l,10.44,9.54
DB07164,,1.87,1.45,4.02e-02 g/l,15.1,3.06
DB07165,,3.09,2.73,5.89e-03 g/l,12.18,6.17
DB07167,,3.01,2.38,3.74e-01 g/l,10.01,3.99
DB07168,,4.03,3.49,5.65e-02 g/l,12.29,4.47
DB07170,,-0.28,-0.3,6.99e+00 g/l,13.97,5
DB07171,,1.85,0.89,1.99e+00 g/l,16.84,-1.5
DB07172,,5.54,4.99,2.86e-03 g/l,4.58,-1.5
DB07173,,0.42,0.7,2.55e+00 g/l,12.48,6.56
DB07174,,2.22,1.8,3.71e-01 g/l,17.25,7.77
DB07175,,3.32,3,7.62e-03 g/l,10.21,4.02
DB07176,84-89-9,-0.92,1.09,1.14e+00 g/l,-1.9,3.62
DB07177,,3.27,3.64,5.83e-02 g/l,4.3,-2.9
DB07178,,5.59,5.46,1.09e-02 g/l,8.53,-6.3
DB07180,,2.67,2.66,2.20e-02 g/l,11.27,-0.88
DB07181,,3.42,3.96,1.17e-03 g/l,14.64,9.51
DB07182,,1.51,1.93,4.67e-03 g/l,1.9,10.92
DB07183,,4.02,4.57,3.64e-03 g/l,11.49,5.41
DB07184,,3.72,3.54,1.37e-01 g/l,9.88,-4
DB07185,,2.5,3.64,1.37e-02 g/l,3.56,-4.9
DB07186,,3.64,3.08,1.01e-01 g/l,10.41,7.74
DB07187,463976-07-0,2.6,2.23,5.16e-02 g/l,8.5,-3.1
DB07188,,4.01,3.46,1.78e-02 g/l,13.36,-0.59
DB07189,,4.59,4.3,5.13e-04 g/l,4.09,3.46
DB07190,,3.26,3.03,9.61e-03 g/l,14.72,8.12
DB07192,,3.63,3.03,5.39e-02 g/l,13.69,-0.59
DB07193,,1.8,1.86,3.89e-02 g/l,19.67,8.86
DB07194,,3.11,3.33,3.70e-03 g/l,13.12,0.86
DB07195,,2.52,2.72,5.03e-02 g/l,9.47,-2.8
DB07197,,2.85,2.97,1.24e-02 g/l,2.98,-5
DB07198,,3.01,2.95,2.63e-01 g/l,7.9,-3.6
DB07199,,2.82,4.48,3.45e-03 g/l,3.61,2.07
DB07200,,3.51,5.01,3.17e-03 g/l,4.1,-0.6
DB07201,,3,3.42,1.45e-02 g/l,4.25,3.39
DB07202,,4.58,3.72,2.91e-02 g/l,12.77,0.55
DB07203,,5.1,4.93,9.60e-03 g/l,9.88,2
DB07204,,3.08,2.95,2.97e-03 g/l,17.11,9.24
DB07205,,-0.09,-2.8,1.74e+00 g/l,1.23,4.85
DB07206,,3.21,3.03,1.82e-02 g/l,16.58,7.38
DB07207,,2.2,2.38,3.24e-02 g/l,6.85,11
DB07208,,4.06,4.01,2.73e-02 g/l,4.49,-1.6
DB07209,,4.02,4.17,3.08e-02 g/l,4.39,-2.9
DB07211,,0.87,0.69,8.04e-02 g/l,9.05,-3.1
DB07212,,2.41,2.76,2.27e-02 g/l,9.23,11.12
DB07213,,3.81,2.43,1.80e-02 g/l,9.7,9.07
DB07215,343321-96-0,4.75,4.92,5.82e-04 g/l,3.78,0.93
DB07217,,3.85,4.6,3.09e-03 g/l,7.76,-5
DB07218,,1.83,0.75,1.48e+00 g/l,13.37,0.21
DB07219,,2.38,2.03,1.00e-01 g/l,12.15,-3.3
DB07220,,3.36,2.56,9.87e-02 g/l,11.5,5.43
DB07222,,3.54,3.37,4.41e-02 g/l,13.75,-0.59
DB07223,,0.76,0.31,2.90e+00 g/l,12.2,-3.3
DB07224,,1.04,0.095,5.49e+00 g/l,3.8,-3.6
DB07225,,1.65,1.43,1.83e+00 g/l,3.97,-3.1
DB07226,,3.52,3.25,6.65e-03 g/l,8.11,-4.5
DB07227,183499-57-2,2.96,2.73,1.70e-01 g/l,17.53,6.13
DB07228,,2.16,2.4,1.66e-02 g/l,10.31,8.77
DB07229,,1.44,3.3,2.78e-04 g/l,9.35,11.22
DB07230,,4.1,3.3,2.66e-02 g/l,8.45,-6
DB07231,,1.31,1.01,4.84e-01 g/l,3.81,-3.3
DB07232,912444-00-9,1.1,0.18,2.75e-01 g/l,9.21,8.97
DB07233,,2.77,4.03,2.29e-03 g/l,3.27,-4.9
DB07234,,2.58,1.92,6.69e-02 g/l,10.93,5.88
DB07235,,4.14,3.7,1.29e-03 g/l,14.17,9.02
DB07236,,4.08,3.77,6.89e-02 g/l,8.9,-0.67
DB07238,691852-58-1,2.34,1.6,6.31e-02 g/l,15.34,-1.7
DB07240,,2.67,2.88,1.97e-02 g/l,4.23,3.34
DB07241,,3.83,3.64,9.59e-03 g/l,3.59,-8.8
DB07242,,3.06,1.93,1.07e-01 g/l,11.74,8.35
DB07243,,2.07,1.78,9.83e-01 g/l,11.64,9.33
DB07244,,3.88,3.63,7.40e-03 g/l,17.36,7.79
DB07246,,2.4,1.58,2.58e-02 g/l,8.6,1.86
DB07247,,2.69,2.16,5.60e-03 g/l,9.42,8.22
DB07248,,3.19,2.51,4.88e-02 g/l,13.24,6.22
DB07249,,4.75,4.3,1.99e-02 g/l,12.85,9.03
DB07250,,4.45,3.96,5.29e-02 g/l,12.63,5.03
DB07251,,4.23,4.07,2.60e-02 g/l,12.28,3.3
DB07252,,3.23,3.04,2.67e-02 g/l,10.23,5.03
DB07253,,3.62,3.27,2.22e-02 g/l,12.3,5.03
DB07254,,3.75,2.8,4.02e-02 g/l,9.9,5.03
DB07255,,4.19,4.32,3.77e-02 g/l,12.71,5.03
DB07256,,3.26,3.28,2.97e-02 g/l,12.5,5.03
DB07257,,3.06,2.79,1.68e-02 g/l,8.06,-2.5
DB07258,,2.19,2.04,6.82e-01 g/l,13.6,8.97
DB07261,,1.43,1.37,2.93e-02 g/l,8.65,7.08
DB07263,,3.37,5.46,5.07e-04 g/l,0.49,-7.6
DB07264,,4.66,4.48,2.08e-03 g/l,11.54,1.63
DB07265,,3.09,3.09,1.72e-02 g/l,4.07,-5.6
DB07266,925218-37-7,3.9,3.42,2.82e-02 g/l,14.98,3.37
DB07267,,3.62,3.83,1.29e-02 g/l,15.03,7.68
DB07268,,2.69,4.05,7.26e-02 g/l,9.63,5.12
DB07269,,0.01,1.29,2.27e-02 g/l,1.53,9.49
DB07270,,4.66,4.36,1.24e-02 g/l,6.58,3.64
DB07271,,1.81,1.33,4.85e-02 g/l,12.58,8.78
DB07272,,2.5,2.7,2.00e-02 g/l,11.85,2.41
DB07273,,0.56,1.41,1.51e+00 g/l,3.22,1.13
DB07274,,4.66,3.85,1.80e-03 g/l,15.5,5.89
DB07275,,2.64,2.53,3.92e-02 g/l,6.46,0.84
DB07276,,2.51,2.27,2.65e-02 g/l,13.95,-3.1
DB07277,,0.47,0.22,2.91e-01 g/l,9.22,-3.1
DB07278,478644-12-1,0.7,0.39,1.22e-01 g/l,9.18,-3.1
DB07282,,1.52,1.31,2.56e-01 g/l,3.73,2.8
DB07285,,1.6,1.2,1.47e+00 g/l,3.46,-4.8
DB07286,627530-84-1,1,1.1,1.09e+00 g/l,12.27,-3.1
DB07287,,5.69,5.13,5.24e-03 g/l,8.41,4.86
DB07288,,3.5,4.3,4.91e-03 g/l,11.88,5.02
DB07289,,4.3,3.62,8.68e-04 g/l,2.93,3.58
DB07290,,0.12,0.76,1.16e+00 g/l,8.68,-4.1
DB07292,,1.94,2.22,1.36e+00 g/l,9.46,4.08
DB07293,,0.89,1.34,3.98e-01 g/l,13.78,-7.6
DB07294,,4.55,4.76,1.16e-03 g/l,3.87,-3.9
DB07295,,3.12,3.04,4.39e-02 g/l,2.36,-5.5
DB07296,,5.23,4.95,3.48e-04 g/l,6.76,-6.4
DB07297,,3.28,3.34,6.36e-02 g/l,17.79,9.25
DB07298,,0.76,1.11,1.82e-01 g/l,3.36,0.89
DB07299,,0.27,1.23,2.48e-02 g/l,12.08,6.52
DB07302,73543-67-6,5.88,5.19,3.22e-03 g/l,4.68,-1.6
DB07304,,3.42,3.69,4.36e-02 g/l,3.13,-4.7
DB07305,,2.89,2.8,3.96e-02 g/l,3.13,-4.8
DB07307,,4.77,5.01,6.86e-04 g/l,15.4,2.54
DB07308,,3.64,3.15,4.33e-02 g/l,3.15,-4.4
DB07310,,3.31,3.5,1.31e-02 g/l,18.43,-0.52
DB07311,,2.85,3.01,5.73e-02 g/l,10.29,-0.42
DB07312,,4.18,4.3,1.88e-02 g/l,6.58,-2.4
DB07314,,1.78,1.81,6.12e-02 g/l,10.44,-3.8
DB07315,,2.6,2.29,3.47e-02 g/l,11.71,-3
DB07316,,2.01,1.7,4.42e-02 g/l,10.7,9.12
DB07317,,1.54,1.68,1.35e+00 g/l,15.65,-0.84
DB07318,,1.94,1.32,1.64e-01 g/l,10.15,6.1
DB07319,,2.63,3.62,5.64e-02 g/l,15.59,5.43
DB07320,,4.28,2.82,2.81e-03 g/l,3.89,10.43
DB07321,,4.46,4.41,2.37e-02 g/l,6.58,2.29
DB07323,,3.54,1.54,4.56e-03 g/l,4.07,8.67
DB07324,,1.53,2.22,2.41e-02 g/l,16.61,4.09
DB07325,,0.55,0.37,1.50e-01 g/l,9.69,4.02
DB07326,,4.05,4.04,4.40e-02 g/l,8.75,0.83
DB07327,163435-77-6,4.21,4.31,1.04e-03 g/l,12.18,-0.67
DB07328,,0.24,0.2,3.17e-01 g/l,12.79,9.45
DB07329,,0.66,-0.38,3.43e-01 g/l,-0.81,8.57
DB07330,272769-49-0,2.02,1.4,3.39e-01 g/l,10.7,9.56
DB07332,,3.99,3.98,1.19e-03 g/l,12.13,-0.69
DB07333,,4.11,3.49,2.62e-02 g/l,9.2,4.72
DB07334,,3.89,3.61,2.69e-02 g/l,9.29,4.38
DB07335,,2.22,2.13,5.37e-01 g/l,9.54,6.58
DB07336,,4.6,4.18,9.65e-03 g/l,9.66,3.94
DB07337,,4.13,4.42,1.37e-02 g/l,12.39,5.08
DB07338,50594-66-6,3.87,4.55,8.52e-04 g/l,0.86,-3.8
DB07339,,0.08,-0.31,6.80e+01 g/l,14.09,3.88
DB07340,656820-32-5,4.39,3.58,3.55e-02 g/l,9.71,4.37
DB07341,,0.26,0.88,4.43e+00 g/l,12.96,8.7
DB07342,,2.79,2.49,2.62e-01 g/l,17.92,6.73
DB07343,,3.96,5.07,1.98e-02 g/l,11.9,3.22
DB07344,,-0.01,-0.4,2.40e+00 g/l,15.12,-2.7
DB07345,,3.34,2.9,4.51e-02 g/l,10.77,9.76
DB07346,,0.99,1.71,2.12e+00 g/l,10.64,9.74
DB07348,20350-15-6,1.73,2.01,8.12e-01 g/l,14.42,-2.7
DB07349,,1.87,2.49,1.59e+00 g/l,1.89,-3
DB07350,,1.89,1.94,5.39e-02 g/l,9.52,-5.2
DB07351,,1.21,2.22,2.13e-02 g/l,0.9,-5.1
DB07352,520-36-5,3.07,2.71,1.18e-01 g/l,6.63,-5.2
DB07353,,-0.82,-0.14,2.17e+00 g/l,10.42,9.78
DB07354,,0.56,3.2,1.26e-03 g/l,11.52,5.44
DB07355,,4.44,4.13,1.74e-02 g/l,3.84,-4.9
DB07357,,-0.48,-0.18,3.61e+01 g/l,12.67,8.81
DB07358,,2.1,2.38,1.72e-01 g/l,9.57,1.98
DB07359,,3.76,4.65,2.19e-02 g/l,8.2,1.73
DB07360,,4,4.89,3.49e-03 g/l,10.17,3.86
DB07362,,3.03,3.46,1.10e-02 g/l,10.17,2.74
DB07364,,3.35,3.5,3.61e-02 g/l,10.03,2.82
DB07365,55516-54-6,-0.44,-0.19,2.21e-01 g/l,2.61,9.42
DB07366,,0.08,0.76,4.70e-01 g/l,12.4,10.2
DB07367,,1.1,0.95,3.71e+00 g/l,12.16,2.52
DB07368,,-0.28,-0.27,7.67e-01 g/l,19.69,10.39
DB07369,,3.5,3.77,1.14e-03 g/l,18.21,-0.061
DB07370,,1.32,1.48,1.18e+00 g/l,12.18,4.18
DB07373,897-06-3,2.78,3.93,1.69e-02 g/l,18.39,-5
DB07374,22862-76-6,0.97,0.73,2.07e+00 g/l,13.77,9.22
DB07376,,0.73,1.21,5.45e-01 g/l,-1.9,4.89
DB07377,,1.23,0.82,4.55e-02 g/l,9.49,8.37
DB07378,,0.51,0.71,1.00e+01 g/l,12.67,8.81
DB07379,,3.11,3.28,8.22e-02 g/l,13.99,4.47
DB07380,,1.94,2.36,2.70e-02 g/l,11.1,-1.1
DB07381,13113-71-8,1.07,1.33,1.97e+01 g/l,3.81,-4.2
DB07382,,3.43,2.79,2.13e-02 g/l,12.38,6.69
DB07383,,1.28,1.4,1.56e+00 g/l,7.86,-0.71
DB07384,,0.16,-0.043,3.03e+02 g/l,4,-0.82
DB07385,,2.35,1.42,7.44e-01 g/l,13.44,-1.3
DB07389,,1.64,2.01,3.69e-02 g/l,14.54,7.07
DB07390,,1.39,1.81,6.46e-02 g/l,7.23,-2.8
DB07391,,0.81,0.46,2.18e+00 g/l,15.23,7.04
DB07392,1912-24-9,2.7,2.2,2.75e-02 g/l,14.48,4.2
DB07394,,4.02,2.55,1.10e-02 g/l,12.91,-3.7
DB07395,,3.83,4.7,1.18e-03 g/l,3.9,-5.3
DB07396,648917-13-9,3.31,3.38,6.35e-03 g/l,3.25,4.41
DB07397,,1.35,0.79,2.02e-02 g/l,7.43,0.67
DB07398,,1.79,3.02,5.47e-02 g/l,10.4,-1.3
DB07400,,0.21,0.51,2.95e-01 g/l,12.27,10.2
DB07402,13539-59-8,0.92,2.08,6.41e-01 g/l,0.52,7.58
DB07403,,2.48,2.85,3.92e-03 g/l,9.44,-0.99
DB07404,,1.82,2.75,1.17e-01 g/l,0.69,-5.2
DB07405,,1.94,1.76,4.78e-02 g/l,9.88,5.75
DB07406,,1.87,1.08,9.61e-03 g/l,9.31,8.43
DB07407,,2.81,2.1,1.23e-01 g/l,3.13,-4.5
DB07408,,2.36,2.2,7.93e-02 g/l,3.13,-4.9
DB07409,,1.84,2.75,1.04e-01 g/l,0.69,-5.2
DB07410,,1.73,2.47,7.14e-02 g/l,0.69,-3.8
DB07413,,2.44,2.76,3.85e-02 g/l,12.47,10.16
DB07414,,1.85,2.68,2.89e-02 g/l,6.08,0.095
DB07415,,3.52,3.56,1.23e-02 g/l,14.64,8.92
DB07416,,3.32,3.56,7.21e-02 g/l,14.58,-3
DB07419,1010396-29-8,3.68,4.16,4.26e-03 g/l,11.95,-4
DB07420,,0.94,2.27,5.35e-01 g/l,-1.1,-8.7
DB07421,,2.99,3.05,1.07e-02 g/l,11.57,-2
DB07422,,3.47,4.21,8.48e-03 g/l,11.77,-4
DB07423,401900-40-1,2.61,2.74,1.09e-03 g/l,11.59,-4
DB07425,211110-63-3,4.23,5.35,2.61e-03 g/l,3.93,-4.9
DB07426,,1.84,2.49,5.26e-02 g/l,0.65,-4.9
DB07429,,2.69,3.91,6.64e-03 g/l,3.55,-4.1
DB07430,,3.86,3.53,1.53e-03 g/l,15.79,5
DB07431,,1.01,1.11,5.10e-02 g/l,15.86,8.8
DB07432,,0.12,0.14,1.04e+00 g/l,11.77,-0.64
DB07433,,-0.18,-0.36,7.16e-01 g/l,12.68,-1.4
DB07434,,1.07,0.71,1.05e-02 g/l,8.78,-4.5
DB07435,,2.43,2.36,2.18e-02 g/l,12.87,-3.3
DB07436,,2.03,1.81,7.92e-01 g/l,16.14,-0.48
DB07437,82857-69-0,0.48,0.72,8.18e-01 g/l,9.95,-2.7
DB07439,,1.73,2.42,1.22e-02 g/l,6.64,-2.7
DB07441,,1.7,1.92,5.14e-02 g/l,2.97,-1.7
DB07443,,3.12,2.91,9.36e-03 g/l,6.41,-3.2
DB07444,,1.96,0.6,2.87e-02 g/l,8.29,10.31
DB07445,,3.42,2.68,7.70e-02 g/l,6.44,3.51
DB07447,571-22-2,3.37,3.41,9.98e-03 g/l,19.38,-0.88
DB07448,,-0.11,1.5,7.09e-02 g/l,-0.057,9.92
DB07449,,0.23,-0.4,1.64e-01 g/l,14.99,11.9
DB07450,,2.42,2.5,1.20e-02 g/l,9.33,-6.2
DB07451,,2.86,3.96,2.94e-02 g/l,8.94,2.13
DB07452,,-0.07,-0.36,6.13e-01 g/l,11.01,5.75
DB07454,,2.82,2.71,4.10e-03 g/l,11.83,-4
DB07456,,4.5,2.89,4.28e-03 g/l,9.55,10.21
DB07457,,3.44,1.47,8.42e-03 g/l,9.61,10.41
DB07458,,4.5,1.32,4.28e-03 g/l,5.34,9.36
DB07459,,3.4,3.14,1.10e-02 g/l,14.77,4.14
DB07460,,3.93,4.91,2.11e-02 g/l,12.79,4.02
DB07461,,-0.17,-0.25,1.33e+01 g/l,14.21,8.03
DB07462,,2.36,2.77,1.22e-01 g/l,6.2,-7
DB07463,,1.67,1.66,8.61e-02 g/l,13.47,8.66
DB07464,,-0.16,1.25,6.80e-01 g/l,2.76,-0.97
DB07465,,0.88,-0.08,2.26e+00 g/l,14.74,7.9
DB07466,,1.37,2.73,2.11e-02 g/l,4.04,-2.1
DB07467,77083-53-5,2.52,2.64,3.42e-02 g/l,8.85,0.097
DB07468,,1.93,2.88,2.06e-01 g/l,11.55,2.38
DB07469,,2.01,2.88,1.94e-01 g/l,11.55,2.35
DB07470,,1.82,2.37,2.57e-01 g/l,11.54,2.25
DB07471,,4.02,3.1,1.04e-02 g/l,14.13,6
DB07474,,1.79,1.81,3.02e-02 g/l,9,6.43
DB07476,,2.17,1.76,1.91e-02 g/l,5.35,-4.1
DB07478,92-05-7,2.51,3.01,4.26e-01 g/l,9.19,-6.3
DB07479,,1.95,2.02,6.74e-02 g/l,12.88,-3.3
DB07481,,0.42,0.28,2.53e-01 g/l,11.03,5.45
DB07484,,0.24,1.1,9.74e-01 g/l,3.9,-4.4
DB07485,843-55-0,4.77,4.91,1.41e-02 g/l,9.76,-5.5
DB07487,,1.9,1.6,6.45e-01 g/l,2.19,-4.9
DB07488,727685-49-6,2.5,3.18,4.85e-02 g/l,10.84,3.78
DB07489,,1.87,5.51,6.74e-04 g/l,12.12,1.4
DB07490,,4.35,4.53,2.80e-03 g/l,4.39,-7.6
DB07491,,2.5,2.77,2.06e-02 g/l,2.55,0.16
DB07492,16803-75-1,1.41,0.56,3.44e-01 g/l,7.67,-2.8
DB07495,,3.65,3.15,3.24e-02 g/l,7.84,-0.32
DB07496,102-07-8,3.1,3.12,9.12e-02 g/l,11.53,-4.5
DB07497,,0.36,0.16,8.97e-01 g/l,13.59,-1.9
DB07498,,1.93,2.53,1.99e-01 g/l,4.06,-2.6
DB07499,,1.79,0.55,2.57e-01 g/l,14.62,11.21
DB07500,,4.49,5.5,3.22e-03 g/l,8.03,-4.9
DB07501,,3.83,4.2,3.50e-02 g/l,13.85,8.7
DB07502,,3.23,3.25,4.53e-01 g/l,7.44,-0.96
DB07503,,1.75,2.87,1.33e-01 g/l,7.4,-5
DB07504,,3.83,3.23,3.50e-02 g/l,9.13,8.65
DB07507,,3.79,4.43,5.99e-03 g/l,8.15,-1.9
DB07508,,3.34,2.58,3.72e-02 g/l,7.69,11.51
DB07510,,1.52,1.64,1.55e-02 g/l,3.04,-7.2
DB07514,,3.5,3.37,1.12e-02 g/l,16.46,4.27
DB07515,,0.85,0.95,7.80e-02 g/l,12.14,9.18
DB07516,,2.1,1.96,6.92e-02 g/l,3.28,-6.8
DB07517,,1.68,2.3,2.17e-01 g/l,3.87,-2.9
DB07519,,3.5,3.37,3.84e-03 g/l,19.17,6.79
DB07520,,0.8,0.062,5.69e-01 g/l,11.96,9.2
DB07521,,2.69,3.12,3.86e-03 g/l,12.21,10.42
DB07522,,1.66,2.17,1.15e-02 g/l,10.11,8.98
DB07524,,3.19,2.66,8.77e-02 g/l,17.41,4.13
DB07525,,3.52,3.16,2.33e-02 g/l,16.08,4.29
DB07526,,2.48,2.17,7.55e-03 g/l,9.7,4.63
DB07527,,1.21,2.74,2.36e-02 g/l,10.91,9.01
DB07528,,3.54,3.99,5.84e-03 g/l,16.46,3.93
DB07529,,0.89,0.88,4.58e-01 g/l,10.85,4.16
DB07530,,5.22,4.98,1.07e-03 g/l,6.43,-2.7
DB07531,,1.6,1.08,5.71e-02 g/l,7.89,-3.3
DB07532,,0.51,0.29,1.12e+01 g/l,4.14,-0.47
DB07533,,1.47,1.32,9.64e-02 g/l,9.94,1.47
DB07534,,1.76,1.1,1.05e-01 g/l,9.97,1.47
DB07535,,1.45,1.62,1.29e-01 g/l,11.45,4.42
DB07536,,1.53,1.39,1.59e-02 g/l,8.71,6.85
DB07537,,3.26,3.24,6.62e-03 g/l,11.75,5.88
DB07538,,2.8,1.97,5.46e-02 g/l,8.76,1.47
DB07539,,2.27,2.15,8.08e-02 g/l,3.9,1.47
DB07540,,1.93,1.4,1.15e-01 g/l,9.97,1.43
DB07541,,1.84,2.14,1.12e-02 g/l,3.55,-5.5
DB07542,,0.27,0.74,1.98e-01 g/l,4.56,9.87
DB07543,78859-33-3,3.12,2.71,3.10e-02 g/l,14.03,9.67
DB07544,,3.7,3.41,1.52e-02 g/l,4.04,-4.6
DB07545,,4.35,5.1,7.11e-03 g/l,13.09,5.16
DB07546,,2.6,1.61,1.67e-01 g/l,3.85,4.48
DB07547,,3.45,4.04,4.06e-03 g/l,3.82,-9
DB07548,,1.83,0.75,2.46e-02 g/l,11.66,3.12
DB07549,,0.83,1.26,1.23e-03 g/l,11.75,3.27
DB07550,,2.92,1.14,3.14e-03 g/l,12.46,2.02
DB07551,,2.57,2.48,2.96e-01 g/l,14.4,0.57
DB07552,,2.57,1.43,2.96e-01 g/l,9.15,7.38
DB07553,,3.68,4.28,3.13e-03 g/l,13.96,-3.5
DB07555,,1.11,1.83,2.11e-03 g/l,-11,-4.3
DB07556,161314-70-1,1.02,1.5,5.25e-02 g/l,8.71,4.81
DB07557,128-23-4,4.06,4.19,1.29e-03 g/l,19.4,-7.1
DB07558,110044-82-1,2.22,1.93,5.96e-02 g/l,12.49,-1.7
DB07559,,4.43,4.12,2.66e-03 g/l,5.87,-3.2
DB07560,,2.33,2.46,2.07e-01 g/l,12.36,5.63
DB07561,,3.6,3.11,5.43e-03 g/l,6.39,-3.2
DB07562,,4.21,3.22,1.41e-02 g/l,14.57,5.85
DB07564,,0.2,-0.26,2.31e-01 g/l,11.13,6.76
DB07565,3544-94-3,1.34,1.14,1.12e-01 g/l,3.65,-3.4
DB07567,,5.26,5.17,4.44e-03 g/l,9.78,8.9
DB07568,,1.97,2.58,2.26e-02 g/l,7.64,5.62
DB07569,,2.15,2.51,7.98e-03 g/l,12.4,5.63
DB07570,,4.75,4.54,1.33e-03 g/l,3.9,-4
DB07571,,2.51,3.75,8.46e-03 g/l,9.5,-2.8
DB07572,,0.94,1.82,3.08e-02 g/l,10.4,4.88
DB07573,,1.3,2.01,6.75e+00 g/l,14.08,6.66
DB07574,,2.96,1.69,6.29e-03 g/l,9.45,-2.8
DB07575,,1.29,2.09,2.32e-01 g/l,14,9.71
DB07577,27653-49-2,2.13,2.14,7.71e-01 g/l,17.22,7.77
DB07580,,-0.88,0.031,1.83e+01 g/l,2.62,-3.8
DB07581,,-0.11,0.3,3.89e-01 g/l,4.52,9.87
DB07582,,1.77,1.46,3.52e-01 g/l,14.66,0.035
DB07583,,2.07,2.2,4.41e-03 g/l,10.1,9.17
DB07584,,2.4,1.62,4.42e-02 g/l,10.46,6.38
DB07585,,1.62,1.24,1.17e-01 g/l,12.01,6.83
DB07586,,3.03,3.37,2.15e-03 g/l,9.61,-0.86
DB07587,,1.49,0.17,2.10e-01 g/l,6.11,2.03
DB07589,,2.32,1.16,9.44e-02 g/l,9.56,8.73
DB07590,,0.62,0.17,3.08e-02 g/l,1.62,8.94
DB07591,,1.35,1.29,2.88e-01 g/l,9.93,-0.16
DB07592,,3.7,4.43,9.58e-03 g/l,14.01,-7.3
DB07593,,3.84,4.4,5.34e-03 g/l,13.95,-7.3
DB07594,171009-07-7,3.61,3.49,1.04e-01 g/l,9.21,3.07
DB07595,,1.06,0.65,1.51e-03 g/l,11.65,5.02
DB07596,,3.9,3.24,6.59e-03 g/l,10.5,-4.9
DB07597,,0.28,1.01,1.08e+01 g/l,13.89,9.42
DB07599,,-0.48,0.4,2.07e-01 g/l,11.93,3.95
DB07601,,3.19,2.31,2.27e-01 g/l,7.47,6.67
DB07602,,-0.14,0.12,1.57e-02 g/l,1.76,9.14
DB07603,,1.98,1.54,1.15e+00 g/l,4.25,-0.47
DB07604,,2.47,3.08,1.69e-01 g/l,3.56,2
DB07605,,1.64,1.82,8.97e-03 g/l,9.63,-0.32
DB07606,,5.31,4.82,1.73e-02 g/l,8.87,-1.3
DB07607,,3.99,3.92,2.08e-02 g/l,11.8,4.89
DB07608,,3.21,3.74,1.99e-03 g/l,10.47,9.71
DB07610,574-00-5,2.06,2.36,7.10e-01 g/l,9.04,-6.3
DB07611,,6.24,4.72,3.08e-03 g/l,10.2,-9.6
DB07612,,5.03,4.98,2.92e-03 g/l,18.54,3.95
DB07613,,3,2.63,3.64e-01 g/l,13.64,0.63
DB07614,,2.81,2.99,5.22e-02 g/l,14.17,1.88
DB07615,53902-12-8,2.89,3.56,8.40e-03 g/l,3.55,-2
DB07616,,4.69,5.18,5.91e-03 g/l,3.39,2.38
DB07618,,2.98,3.08,7.95e-02 g/l,11.88,10.21
DB07619,,4.23,4.27,5.21e-03 g/l,10.69,5.49
DB07622,,2.06,1.54,3.03e-02 g/l,8.74,6.63
DB07624,,0.94,1.36,1.94e-01 g/l,10.63,7.15
DB07625,,3.06,3.43,4.27e-03 g/l,11.06,9.27
DB07626,,4.63,4.9,3.14e-03 g/l,11.55,9.28
DB07627,,1.38,2.46,3.75e-02 g/l,9.43,-2.7
DB07629,,3.19,3.14,4.45e-03 g/l,11.98,6.61
DB07630,,3.19,3.14,4.45e-03 g/l,11.98,6.61
DB07632,,1.62,1.67,1.61e-01 g/l,7.07,-2.1
DB07633,,0.75,0.78,5.72e+00 g/l,12.22,-3
DB07634,13335-71-2,2.07,2.32,1.17e+00 g/l,4.04,-4.9
DB07635,611-99-4,2.77,2.83,1.90e-01 g/l,7.55,-6.9
DB07636,611207-02-4,2.81,3.69,1.44e-02 g/l,4.46,-0.56
DB07637,300-38-9,-0.27,0.048,1.21e-01 g/l,0.36,9.44
DB07638,,3.78,3.6,5.32e-02 g/l,9.35,-4.9
DB07642,,3.23,3.24,4.88e-02 g/l,16.54,8.31
DB07643,,4.52,4.3,3.81e-03 g/l,16.54,7.83
DB07644,,3.35,3.63,1.82e-02 g/l,16.54,7.59
DB07647,,3.93,3.52,7.44e-03 g/l,12.28,7.07
